--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|SNAPSHOT_TIME      |SAMPLES|PCT  |HOST    |PORT |NM|STATEMENT_HASH                  |THREAD_TYPE|THREAD_STATE            |LOCK_NAME                     |THREAD_METHOD             |THREAD_DETAIL                                                                                                                                                                                                                                                  |DB_USER|APP_NAME |APP_USER    |APP_SOURCE                           |LOCKS_OWNED|CLIENT_IP     |ROOT_STATEMENT_HASH             |
|2021/08/31 07:45:00|      1| 1.28|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Job Exec Waiting        |CSPlanExecutorWaitForResult   |PlanExecutor calc         |plan3205954@s4hd1prd:30103/pop0 (RowPlanOperator)                                                                                                                                                                                                              |SAPS4D |ABAP:S4P |1100-WRAP1  |CL_FDT_PERSISTENCE============CP:7161|           |10.240.129.146|7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:45:00|      1| 1.28|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Job Exec Waiting        |CSPlanExecutorWaitForResult   |PlanExecutor calc         |plan3249714@s4hd1prd:30103/pop0 (RowPlanOperator)                                                                                                                                                                                                              |SAPS4D |ABAP:S4P |1300-WRAP2W |CL_FDT_PERSISTENCE============CP:7161|           |10.240.129.62 |7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:45:00|      1| 1.28|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Running                 |?                             |PlanExecutor calc         |plan3205955@s4hd1prd:30103/pop2 (JEEvalPrecond)                                                                                                                                                                                                                |SAPS4D |ABAP:S4P |1100-WRAP1  |CL_FDT_PERSISTENCE============CP:7161|           |10.240.129.146|7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:45:00|      1| 1.28|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Job Exec Waiting        |CSPlanExecutorWaitForResult   |PlanExecutor calc         |plan3233420@s4hd1prd:30103/pop1 (RowPlanOperator)                                                                                                                                                                                                              |SAPS4D |ABAP:S4P |DHOMER      |CL_FDT_PERSISTENCE============CP:7161|           |10.240.129.50 |7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:45:00|      1| 1.28|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Running                 |?                             |PlanExecutor calc         |plan3262780@s4hd1prd:30103/pop2 (JEEvalPrecond)                                                                                                                                                                                                                |SAPS4D |ABAP:S4P |HVALENTIN   |CL_FDT_PERSISTENCE============CP:7161|           |10.240.129.50 |7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:45:00|      1| 1.28|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Job Exec Waiting        |JobBarrier Wait for Jobs      |PlanExecutor calc         |plan3233422@s4hd1prd:30103/pop1 (BwPopAggregateParallel)                                                                                                                                                                                                       |SAPS4D |ABAP:S4P |DHOMER      |CL_FDT_PERSISTENCE============CP:7161|           |10.240.129.50 |7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:45:00|      1| 1.28|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|SqlExecutor|Job Exec Waiting        |CSPlanExecutorWaitForResult   |ExecutePrepared           |SELECT "SAPCLIENT" , "MATDOCKEY" , "MATERIALDOCUMENT" , "MATERIALDOCUMENTYEAR" , "MATERIALDOCUMENTITEM" , "PURCHASINGDOCUMENT" , "INVENTORYTRANSACTIONTYPE" , "VERSIONFORPRINTINGSLIP" , "CREATIONUSERNAME" , "QUANTITYDEBITCREDITCODE" , "GOODSRECEIPTISMOVEDT|SAPS4D |ABAP:S4P |DHOMER      |CL_FDT_PERSISTENCE============CP:7161|           |10.240.129.50 |7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:45:00|      1| 1.28|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Job Exec Waiting        |CSPlanExecutorWaitForResult   |PlanExecutor calc         |plan3262779@s4hd1prd:30103/pop0 (RowPlanOperator)                                                                                                                                                                                                              |SAPS4D |ABAP:S4P |HVALENTIN   |CL_FDT_PERSISTENCE============CP:7161|           |10.240.129.50 |7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:45:00|      1| 1.28|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Job Exec Waiting        |CSPlanExecutorWaitForResult   |PlanExecutor calc         |plan3233420@s4hd1prd:30103/pop0 (RowPlanOperator)                                                                                                                                                                                                              |SAPS4D |ABAP:S4P |DHOMER      |CL_FDT_PERSISTENCE============CP:7161|           |10.240.129.50 |7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:45:00|      1| 1.28|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Job Exec Waiting        |CSPlanExecutorWaitForResult   |PlanExecutor calc         |plan3205954@s4hd1prd:30103/pop1 (RowPlanOperator)                                                                                                                                                                                                              |SAPS4D |ABAP:S4P |1100-WRAP1  |CL_FDT_PERSISTENCE============CP:7161|           |10.240.129.146|7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:45:00|      1| 1.28|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Running                 |?                             |PlanExecutor calc         |plan3262781@s4hd1prd:30103/pop3 (BwPopJoin13)                                                                                                                                                                                                                  |SAPS4D |ABAP:S4P |HVALENTIN   |CL_FDT_PERSISTENCE============CP:7161|           |10.240.129.50 |7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:45:00|      1| 1.28|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|SqlExecutor|Job Exec Waiting        |CSPlanExecutorWaitForResult   |ExecutePrepared           |SELECT "SAPCLIENT" , "MATDOCKEY" , "MATERIALDOCUMENT" , "MATERIALDOCUMENTYEAR" , "MATERIALDOCUMENTITEM" , "PURCHASINGDOCUMENT" , "INVENTORYTRANSACTIONTYPE" , "VERSIONFORPRINTINGSLIP" , "CREATIONUSERNAME" , "QUANTITYDEBITCREDITCODE" , "GOODSRECEIPTISMOVEDT|SAPS4D |ABAP:S4P |1100-WRAP1  |CL_FDT_PERSISTENCE============CP:7161|           |10.240.129.146|7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:45:00|      1| 1.28|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Job Exec Waiting        |CSPlanExecutorWaitForResult   |PlanExecutor calc         |plan3249501@s4hd1prd:30103/pop2 (RowPlanOperator)                                                                                                                                                                                                              |SAPS4D |ABAP:S4P |RWARRILLOW  |CL_APOC_OUTPUT_TYPE_CONFIG====CP:314 |           |10.240.129.61 |7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:45:00|      1| 1.28|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Job Exec Waiting        |JobBarrier Wait for Jobs      |PlanExecutor calc         |plan3249555@s4hd1prd:30103/pop1 (BwPopAggregateParallel)                                                                                                                                                                                                       |SAPS4D |ABAP:S4P |1300-WRAP2W |CL_FDT_PERSISTENCE============CP:6040|           |10.240.129.146|7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:30:00|     16| 6.47|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Running                 |?                             |PredicateEvaluatorJob     |PredicateEvaluatorJob                                                                                                                                                                                                                                          |SAPS4D |ABAP:S4P |ROBROWNING  |CL_APOC_OUTPUT_TYPE_CONFIG====CP:314 |           |10.240.129.62 |7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:30:00|     16| 6.47|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Running                 |?                             |PredicateEvaluatorJob     |PredicateEvaluatorJob                                                                                                                                                                                                                                          |SAPS4D |ABAP:S4P |TJONES      |CL_FDT_PERSISTENCE============CP:7161|           |10.240.129.146|7e7a8751eb44e4b10d1380c2d2b22216|
|2021/08/31 07:30:00|     16| 6.47|s4hd1prd|30103|an|7e7a8751eb44e4b10d1380c2d2b22216|JobWorker  |Running                 |?                             |PredicateEvaluatorJob     |PredicateEvaluatorJob                                                                                                                                                                                                                                          |SAPS4D |ABAP:S4P |1100-WRAP1  |CL_FDT_PERSISTENCE============CP:7161|           |10.240.129.61 |7e7a8751eb44e4b10d1380c2d2b22216|
