---------------------------------------------------------------------------------
|PARAMETERS                 |NUM|LAST_TIME          |SOURCE                     |
|'400', '500107209020210001'|  6|2021/08/30 23:28:01|M_EXPENSIVE_STATEMENTS     |
|'400', '490613676120210001'|  6|2021/08/30 23:27:23|M_EXPENSIVE_STATEMENTS     |
|'400', '490613675920210001'|  6|2021/08/30 23:26:44|M_EXPENSIVE_STATEMENTS     |
|'400', '490613675820210001'|  6|2021/08/30 23:26:29|M_EXPENSIVE_STATEMENTS     |
|'400', '490613675720210001'|  6|2021/08/30 23:26:24|M_EXPENSIVE_STATEMENTS     |
|'400', '490613675420210001'|  6|2021/08/30 23:26:13|M_EXPENSIVE_STATEMENTS     |
|'400', '490613675320210001'|  6|2021/08/30 23:25:44|M_EXPENSIVE_STATEMENTS     |
|'400', '490613675220210001'|  6|2021/08/30 23:25:39|M_EXPENSIVE_STATEMENTS     |
|'400', '490613675120210001'|  6|2021/08/30 23:25:35|M_EXPENSIVE_STATEMENTS     |
|'400', '490613671920210001'|  6|2021/08/30 23:25:08|M_EXPENSIVE_STATEMENTS     |
|'400', '490613671820210001'|  6|2021/08/30 23:24:53|M_EXPENSIVE_STATEMENTS     |
|'400', '490613671720210001'|  6|2021/08/30 23:24:41|M_EXPENSIVE_STATEMENTS     |
|'400', '500107208620210001'|  6|2021/08/30 23:24:37|M_EXPENSIVE_STATEMENTS     |
|'400', '490613671520210001'|  6|2021/08/30 23:24:26|M_EXPENSIVE_STATEMENTS     |
|'400', '500107208520210001'|  6|2021/08/30 23:24:17|M_EXPENSIVE_STATEMENTS     |
|'400', '490613671420210001'|  6|2021/08/30 23:24:01|M_EXPENSIVE_STATEMENTS     |
|'400', '500107208420210001'|  6|2021/08/30 23:24:00|M_EXPENSIVE_STATEMENTS     |
|'400', '500107208320210001'|  6|2021/08/30 23:23:44|M_EXPENSIVE_STATEMENTS     |
|'400', '490613671320210001'|  6|2021/08/30 23:23:42|M_EXPENSIVE_STATEMENTS     |
|'400', '490613671220210001'|  6|2021/08/30 23:23:33|M_EXPENSIVE_STATEMENTS     |
|'400', '500107208220210001'|  6|2021/08/30 23:23:26|M_EXPENSIVE_STATEMENTS     |
|'400', '500107213320210001'|  6|2021/08/30 23:47:26|M_EXPENSIVE_STATEMENTS     |
|'400', '500107213220210001'|  6|2021/08/30 23:46:57|M_EXPENSIVE_STATEMENTS     |
|'400', '500107213120210001'|  6|2021/08/30 23:46:41|M_EXPENSIVE_STATEMENTS     |
|'400', '500107212220210001'|  6|2021/08/30 23:44:10|M_EXPENSIVE_STATEMENTS     |
|'400', '500107211520210001'|  6|2021/08/30 23:41:10|M_EXPENSIVE_STATEMENTS     |
|'400', '500107211420210001'|  6|2021/08/30 23:39:53|M_EXPENSIVE_STATEMENTS     |
|'400', '500107213020210001'|  6|2021/08/30 23:39:32|M_EXPENSIVE_STATEMENTS     |
|'400', '500107212120210001'|  6|2021/08/30 23:38:26|M_EXPENSIVE_STATEMENTS     |
|'400', '500107212020210001'|  6|2021/08/30 23:38:05|M_EXPENSIVE_STATEMENTS     |
|'400', '500107211320210001'|  6|2021/08/30 23:37:53|M_EXPENSIVE_STATEMENTS     |
|'400', '500107211220210001'|  6|2021/08/30 23:35:52|M_EXPENSIVE_STATEMENTS     |
|'400', '500107211120210001'|  6|2021/08/30 23:35:30|M_EXPENSIVE_STATEMENTS     |
|'400', '500107211020210001'|  6|2021/08/30 23:34:32|M_EXPENSIVE_STATEMENTS     |
|'400', '500107210920210001'|  6|2021/08/30 23:33:09|M_EXPENSIVE_STATEMENTS     |
|'400', '500107210820210001'|  6|2021/08/30 23:32:56|M_EXPENSIVE_STATEMENTS     |
|'400', '500107210720210001'|  6|2021/08/30 23:32:41|M_EXPENSIVE_STATEMENTS     |
|'400', '500107210620210001'|  6|2021/08/30 23:31:26|M_EXPENSIVE_STATEMENTS     |
|'400', '500107210520210001'|  6|2021/08/30 23:31:03|M_EXPENSIVE_STATEMENTS     |
|'400', '500107210420210001'|  6|2021/08/30 23:30:43|M_EXPENSIVE_STATEMENTS     |
|'400', '500107210320210001'|  6|2021/08/30 23:30:26|M_EXPENSIVE_STATEMENTS     |
|'400', '500107210220210001'|  6|2021/08/30 23:30:03|M_EXPENSIVE_STATEMENTS     |
|'400', '500107210120210001'|  6|2021/08/30 23:29:40|M_EXPENSIVE_STATEMENTS     |
|'400', '500107210020210001'|  6|2021/08/30 23:29:14|M_EXPENSIVE_STATEMENTS     |
|'400', '500107168820210001'|  6|2021/08/30 16:18:33|M_EXPENSIVE_STATEMENTS     |
|'400', '500107168920210001'|  6|2021/08/30 16:20:34|M_EXPENSIVE_STATEMENTS     |
|'400', '500107154520210001'|  6|2021/08/30 16:24:38|M_EXPENSIVE_STATEMENTS     |
|'400', '490613368220210001'|  6|2021/08/30 16:25:33|M_EXPENSIVE_STATEMENTS     |
|'400', '490613368320210001'|  6|2021/08/30 16:25:49|M_EXPENSIVE_STATEMENTS     |
|'400', '490613368420210001'|  6|2021/08/30 16:27:35|M_EXPENSIVE_STATEMENTS     |
|'400', '490613368520210001'|  6|2021/08/30 16:28:28|M_EXPENSIVE_STATEMENTS     |
|'400', '490613368620210001'|  6|2021/08/30 16:29:32|M_EXPENSIVE_STATEMENTS     |
|'400', '490613368720210001'|  6|2021/08/30 16:30:22|M_EXPENSIVE_STATEMENTS     |
|'400', '500107166220210001'|  6|2021/08/30 16:30:27|M_EXPENSIVE_STATEMENTS     |
|'400', '500107166520210001'|  6|2021/08/30 16:31:49|M_EXPENSIVE_STATEMENTS     |
|'400', '490613368920210001'|  6|2021/08/30 16:32:01|M_EXPENSIVE_STATEMENTS     |
|'400', '500107174120210001'|  6|2021/08/30 16:33:19|M_EXPENSIVE_STATEMENTS     |
|'400', '490613386020210001'|  6|2021/08/30 16:37:34|M_EXPENSIVE_STATEMENTS     |
|'400', '490613386820210001'|  6|2021/08/30 16:42:35|M_EXPENSIVE_STATEMENTS     |
|'400', '500107173320210001'|  6|2021/08/30 16:43:11|M_EXPENSIVE_STATEMENTS     |
|'400', '500107174220210001'|  6|2021/08/30 16:43:25|M_EXPENSIVE_STATEMENTS     |
|'400', '500107176020210001'|  6|2021/08/30 16:44:35|M_EXPENSIVE_STATEMENTS     |
|'400', '490613386920210001'|  6|2021/08/30 16:45:10|M_EXPENSIVE_STATEMENTS     |
|'400', '500107174320210001'|  6|2021/08/30 16:46:31|M_EXPENSIVE_STATEMENTS     |
|'400', '500107174420210001'|  6|2021/08/30 16:48:27|M_EXPENSIVE_STATEMENTS     |
|'400', '500107173420210001'|  6|2021/08/30 16:50:25|M_EXPENSIVE_STATEMENTS     |
|'400', '500107173520210001'|  6|2021/08/30 16:50:41|M_EXPENSIVE_STATEMENTS     |
|'400', '500107208020210001'|  6|2021/08/30 23:23:03|M_EXPENSIVE_STATEMENTS     |
|'400', '500107183520210001'|  6|2021/08/30 18:18:05|M_EXPENSIVE_STATEMENTS     |
|'400', '490613341020210001'|  6|2021/08/30 15:50:07|M_EXPENSIVE_STATEMENTS     |
|'400', '500107162620210001'|  6|2021/08/30 15:50:46|M_EXPENSIVE_STATEMENTS     |
|'400', '490613341120210001'|  6|2021/08/30 15:53:00|M_EXPENSIVE_STATEMENTS     |
|'400', '500107168320210001'|  6|2021/08/30 15:55:01|M_EXPENSIVE_STATEMENTS     |
|'400', '500107169820210001'|  6|2021/08/30 15:55:45|M_EXPENSIVE_STATEMENTS     |
|'400', '500107168420210001'|  6|2021/08/30 15:56:26|M_EXPENSIVE_STATEMENTS     |
|'400', '500107170520210001'|  6|2021/08/30 15:59:18|M_EXPENSIVE_STATEMENTS     |
|'400', '500107170720210001'|  6|2021/08/30 15:59:48|M_EXPENSIVE_STATEMENTS     |
|'400', '500107170820210001'|  6|2021/08/30 16:00:15|M_EXPENSIVE_STATEMENTS     |
|'400', '500107171420210001'|  6|2021/08/30 16:02:00|M_EXPENSIVE_STATEMENTS     |
|'400', '500107162720210001'|  6|2021/08/30 16:02:03|M_EXPENSIVE_STATEMENTS     |
|'400', '500107162820210001'|  6|2021/08/30 16:03:42|M_EXPENSIVE_STATEMENTS     |
|'400', '490613341420210001'|  6|2021/08/30 16:05:35|M_EXPENSIVE_STATEMENTS     |
|'400', '500107162920210001'|  6|2021/08/30 16:05:39|M_EXPENSIVE_STATEMENTS     |
|'400', '490613341520210001'|  6|2021/08/30 16:05:59|M_EXPENSIVE_STATEMENTS     |
|'400', '500107174020210001'|  6|2021/08/30 16:08:36|M_EXPENSIVE_STATEMENTS     |
|'400', '490613341720210001'|  6|2021/08/30 16:08:45|M_EXPENSIVE_STATEMENTS     |
|'400', '500107168520210001'|  6|2021/08/30 16:09:48|M_EXPENSIVE_STATEMENTS     |
|'400', '490613341820210001'|  6|2021/08/30 16:10:27|M_EXPENSIVE_STATEMENTS     |
|'400', '500107172420210001'|  6|2021/08/30 16:11:15|M_EXPENSIVE_STATEMENTS     |
|'400', '500107168720210001'|  6|2021/08/30 16:16:20|M_EXPENSIVE_STATEMENTS     |
|'400', '500107262020210001'|  6|2021/08/31 06:53:52|M_EXPENSIVE_STATEMENTS     |
|'400', '500107254920210001'|  6|2021/08/31 06:52:24|M_EXPENSIVE_STATEMENTS     |
|'400', '490613866920210001'|  6|2021/08/31 06:51:37|M_EXPENSIVE_STATEMENTS     |
|'400', '490613866820210001'|  6|2021/08/31 06:51:12|M_EXPENSIVE_STATEMENTS     |
|'400', '500107254820210001'|  6|2021/08/31 06:50:54|M_EXPENSIVE_STATEMENTS     |
|'400', '500107254720210001'|  6|2021/08/31 06:50:06|M_EXPENSIVE_STATEMENTS     |
|'400', '500107259320210001'|  6|2021/08/31 06:49:20|M_EXPENSIVE_STATEMENTS     |
|'400', '500107256720210001'|  6|2021/08/31 06:48:08|M_EXPENSIVE_STATEMENTS     |
|'400', '500107255920210001'|  6|2021/08/31 06:47:51|M_EXPENSIVE_STATEMENTS     |
|'400', '500107260120210001'|  6|2021/08/31 06:47:19|M_EXPENSIVE_STATEMENTS     |
|'400', '500107255820210001'|  6|2021/08/31 06:46:49|M_EXPENSIVE_STATEMENTS     |
|'400', '500107254620210001'|  6|2021/08/31 06:46:37|M_EXPENSIVE_STATEMENTS     |
|'400', '500107255720210001'|  6|2021/08/31 06:46:16|M_EXPENSIVE_STATEMENTS     |
|'400', '500107254520210001'|  6|2021/08/31 06:45:16|M_EXPENSIVE_STATEMENTS     |
|'400', '500107260020210001'|  6|2021/08/31 06:44:12|M_EXPENSIVE_STATEMENTS     |
|'400', '500107256620210001'|  6|2021/08/31 06:44:05|M_EXPENSIVE_STATEMENTS     |
|'400', '500107256520210001'|  6|2021/08/31 06:43:39|M_EXPENSIVE_STATEMENTS     |
|'400', '490613865620210001'|  6|2021/08/31 06:43:34|M_EXPENSIVE_STATEMENTS     |
|'400', '490613865520210001'|  6|2021/08/31 06:43:23|M_EXPENSIVE_STATEMENTS     |
|'400', '490613865420210001'|  6|2021/08/31 06:43:19|M_EXPENSIVE_STATEMENTS     |
|'400', '490613865320210001'|  6|2021/08/31 06:43:15|M_EXPENSIVE_STATEMENTS     |
|'400', '500107259220210001'|  6|2021/08/31 06:43:12|M_EXPENSIVE_STATEMENTS     |
|'400', '500107259920210001'|  6|2021/08/31 07:03:07|M_EXPENSIVE_STATEMENTS     |
|'400', '490613882320210001'|  6|2021/08/31 07:02:54|M_EXPENSIVE_STATEMENTS     |
|'400', '490613882220210001'|  6|2021/08/31 07:02:49|M_EXPENSIVE_STATEMENTS     |
|'400', '500107264020210001'|  6|2021/08/31 07:02:47|M_EXPENSIVE_STATEMENTS     |
|'400', '500107263920210001'|  6|2021/08/31 07:02:14|M_EXPENSIVE_STATEMENTS     |
|'400', '500107263820210001'|  6|2021/08/31 07:01:55|M_EXPENSIVE_STATEMENTS     |
|'400', '500107262520210001'|  6|2021/08/31 07:01:27|M_EXPENSIVE_STATEMENTS     |
|'400', '500107259520210001'|  6|2021/08/31 06:59:52|M_EXPENSIVE_STATEMENTS     |
|'400', '500107262420210001'|  6|2021/08/31 06:59:26|M_EXPENSIVE_STATEMENTS     |
|'400', '490613876920210001'|  6|2021/08/31 06:58:20|M_EXPENSIVE_STATEMENTS     |
|'400', '500107263620210001'|  6|2021/08/31 06:57:57|M_EXPENSIVE_STATEMENTS     |
|'400', '500107263520210001'|  6|2021/08/31 06:57:32|M_EXPENSIVE_STATEMENTS     |
|'400', '500107263420210001'|  6|2021/08/31 06:57:29|M_EXPENSIVE_STATEMENTS     |
|'400', '500107262320210001'|  6|2021/08/31 06:57:12|M_EXPENSIVE_STATEMENTS     |
|'400', '500107263320210001'|  6|2021/08/31 06:57:05|M_EXPENSIVE_STATEMENTS     |
|'400', '490613873920210001'|  6|2021/08/31 06:57:04|M_EXPENSIVE_STATEMENTS     |
|'400', '490613873820210001'|  6|2021/08/31 06:56:58|M_EXPENSIVE_STATEMENTS     |
|'400', '490613873720210001'|  6|2021/08/31 06:56:52|M_EXPENSIVE_STATEMENTS     |
|'400', '500107263220210001'|  6|2021/08/31 06:55:34|M_EXPENSIVE_STATEMENTS     |
|'400', '500107262220210001'|  6|2021/08/31 06:55:18|M_EXPENSIVE_STATEMENTS     |
|'400', '500107263120210001'|  6|2021/08/31 06:55:09|M_EXPENSIVE_STATEMENTS     |
|'400', '490613876420210001'|  6|2021/08/31 06:55:07|M_EXPENSIVE_STATEMENTS     |
|'400', '500107263020210001'|  6|2021/08/31 06:54:53|M_EXPENSIVE_STATEMENTS     |
|'400', '500107257020210001'|  6|2021/08/31 06:37:10|M_EXPENSIVE_STATEMENTS     |
|'400', '500107233920210001'|  6|2021/08/31 06:36:56|M_EXPENSIVE_STATEMENTS     |
|'400', '500107233820210001'|  6|2021/08/31 06:36:41|M_EXPENSIVE_STATEMENTS     |
|'400', '500107255220210001'|  6|2021/08/31 06:35:17|M_EXPENSIVE_STATEMENTS     |
|'400', '490613860220210001'|  6|2021/08/31 06:33:49|M_EXPENSIVE_STATEMENTS     |
|'400', '490613860120210001'|  6|2021/08/31 06:33:45|M_EXPENSIVE_STATEMENTS     |
|'400', '490613860020210001'|  6|2021/08/31 06:33:38|M_EXPENSIVE_STATEMENTS     |
|'400', '500107254320210001'|  6|2021/08/31 06:33:12|M_EXPENSIVE_STATEMENTS     |
|'400', '500107255120210001'|  6|2021/08/31 06:32:34|M_EXPENSIVE_STATEMENTS     |
|'400', '490613859320210001'|  6|2021/08/31 06:32:12|M_EXPENSIVE_STATEMENTS     |
|'400', '500107255020210001'|  6|2021/08/31 06:31:30|M_EXPENSIVE_STATEMENTS     |
|'400', '500107254220210001'|  6|2021/08/31 06:30:38|M_EXPENSIVE_STATEMENTS     |
|'400', '500107254120210001'|  6|2021/08/31 06:28:48|M_EXPENSIVE_STATEMENTS     |
|'400', '490613858220210001'|  6|2021/08/31 06:28:41|M_EXPENSIVE_STATEMENTS     |
|'400', '490613854920210001'|  6|2021/08/31 06:26:35|M_EXPENSIVE_STATEMENTS     |
|'400', '500107254020210001'|  6|2021/08/31 06:26:32|M_EXPENSIVE_STATEMENTS     |
|'400', '500107245920210001'|  6|2021/08/31 06:24:35|M_EXPENSIVE_STATEMENTS     |
|'400', '500107252820210001'|  6|2021/08/31 06:24:09|M_EXPENSIVE_STATEMENTS     |
|'400', '490613854420210001'|  6|2021/08/31 06:23:20|M_EXPENSIVE_STATEMENTS     |
|'400', '500107247920210001'|  6|2021/08/31 06:23:19|M_EXPENSIVE_STATEMENTS     |
|'400', '490613854320210001'|  6|2021/08/31 06:23:09|M_EXPENSIVE_STATEMENTS     |
|'400', '500107245820210001'|  6|2021/08/31 06:22:20|M_EXPENSIVE_STATEMENTS     |
|'400', '490613847420210001'|  6|2021/08/31 06:21:54|M_EXPENSIVE_STATEMENTS     |
|'400', '490613868220210001'|  6|2021/08/31 06:42:32|M_EXPENSIVE_STATEMENTS     |
|'400', '500107259120210001'|  6|2021/08/31 06:42:21|M_EXPENSIVE_STATEMENTS     |
|'400', '500107258920210001'|  6|2021/08/31 06:42:13|M_EXPENSIVE_STATEMENTS     |
|'400', '500107258820210001'|  6|2021/08/31 06:41:49|M_EXPENSIVE_STATEMENTS     |
|'400', '500107259020210001'|  6|2021/08/31 06:41:24|M_EXPENSIVE_STATEMENTS     |
|'400', '500107258720210001'|  6|2021/08/31 06:41:22|M_EXPENSIVE_STATEMENTS     |
|'400', '500107255620210001'|  6|2021/08/31 06:40:53|M_EXPENSIVE_STATEMENTS     |
|'400', '500107258320210001'|  6|2021/08/31 06:40:24|M_EXPENSIVE_STATEMENTS     |
|'400', '500107258220210001'|  6|2021/08/31 06:40:10|M_EXPENSIVE_STATEMENTS     |
|'400', '500107258120210001'|  6|2021/08/31 06:39:56|M_EXPENSIVE_STATEMENTS     |
|'400', '500107255520210001'|  6|2021/08/31 06:39:43|M_EXPENSIVE_STATEMENTS     |
|'400', '500107258020210001'|  6|2021/08/31 06:39:39|M_EXPENSIVE_STATEMENTS     |
|'400', '500107257920210001'|  6|2021/08/31 06:39:25|M_EXPENSIVE_STATEMENTS     |
|'400', '500107257820210001'|  6|2021/08/31 06:39:11|M_EXPENSIVE_STATEMENTS     |
|'400', '500107257720210001'|  6|2021/08/31 06:38:58|M_EXPENSIVE_STATEMENTS     |
|'400', '500107257620210001'|  6|2021/08/31 06:38:44|M_EXPENSIVE_STATEMENTS     |
|'400', '500107257520210001'|  6|2021/08/31 06:38:30|M_EXPENSIVE_STATEMENTS     |
|'400', '500107255420210001'|  6|2021/08/31 06:38:20|M_EXPENSIVE_STATEMENTS     |
|'400', '500107257420210001'|  6|2021/08/31 06:38:16|M_EXPENSIVE_STATEMENTS     |
|'400', '500107254420210001'|  6|2021/08/31 06:38:03|M_EXPENSIVE_STATEMENTS     |
|'400', '500107257320210001'|  6|2021/08/31 06:38:01|M_EXPENSIVE_STATEMENTS     |
|'400', '500107257220210001'|  6|2021/08/31 06:37:46|M_EXPENSIVE_STATEMENTS     |
|'400', '500107257120210001'|  6|2021/08/31 06:37:30|M_EXPENSIVE_STATEMENTS     |
|'400', '500107269720210001'|  6|2021/08/31 07:44:44|M_EXPENSIVE_STATEMENTS     |
|'400', '500107269520210001'|  6|2021/08/31 07:43:32|M_EXPENSIVE_STATEMENTS     |
|'400', '500107269420210001'|  6|2021/08/31 07:43:15|M_EXPENSIVE_STATEMENTS     |
|'400', '500107273020210001'|  6|2021/08/31 07:42:33|M_EXPENSIVE_STATEMENTS     |
|'400', '500107269320210001'|  6|2021/08/31 07:40:43|M_EXPENSIVE_STATEMENTS     |
|'400', '500107266820210001'|  6|2021/08/31 07:38:33|M_EXPENSIVE_STATEMENTS     |
|'400', '500107270320210001'|  6|2021/08/31 07:37:29|M_EXPENSIVE_STATEMENTS     |
|'400', '490613912320210001'|  6|2021/08/31 07:37:15|M_EXPENSIVE_STATEMENTS     |
|'400', '500107266720210001'|  6|2021/08/31 07:37:14|M_EXPENSIVE_STATEMENTS     |
|'400', '490613912120210001'|  6|2021/08/31 07:37:09|M_EXPENSIVE_STATEMENTS     |
|'400', '490613912020210001'|  6|2021/08/31 07:37:08|M_EXPENSIVE_STATEMENTS     |
|'400', '500107266620210001'|  6|2021/08/31 07:36:59|M_EXPENSIVE_STATEMENTS     |
|'400', '500107269220210001'|  6|2021/08/31 07:36:56|M_EXPENSIVE_STATEMENTS     |
|'400', '500107271020210001'|  6|2021/08/31 07:36:53|M_EXPENSIVE_STATEMENTS     |
|'400', '500107270120210001'|  6|2021/08/31 07:36:45|M_EXPENSIVE_STATEMENTS     |
|'400', '500107266520210001'|  6|2021/08/31 07:36:30|M_EXPENSIVE_STATEMENTS     |
|'400', '500107267720210001'|  6|2021/08/31 07:36:20|M_EXPENSIVE_STATEMENTS     |
|'400', '500107267620210001'|  6|2021/08/31 07:36:05|M_EXPENSIVE_STATEMENTS     |
|'400', '500107267420210001'|  6|2021/08/31 07:35:50|M_EXPENSIVE_STATEMENTS     |
|'400', '500107269120210001'|  6|2021/08/31 07:35:12|M_EXPENSIVE_STATEMENTS     |
|'400', '500107269020210001'|  6|2021/08/31 07:32:20|M_EXPENSIVE_STATEMENTS     |
|'400', '500107260720210001'|  6|2021/08/31 07:30:50|M_EXPENSIVE_STATEMENTS     |
|'400', '490613924220210001'|  6|2021/08/31 07:53:48|M_EXPENSIVE_STATEMENTS     |
|'400', '490613920720210001'|  6|2021/08/31 07:53:03|M_EXPENSIVE_STATEMENTS     |
|'400', '490613920620210001'|  6|2021/08/31 07:52:59|M_EXPENSIVE_STATEMENTS     |
|'400', '500107277020210001'|  6|2021/08/31 07:52:55|M_EXPENSIVE_STATEMENTS     |
|'400', '490613920520210001'|  6|2021/08/31 07:52:50|M_EXPENSIVE_STATEMENTS     |
|'400', '490613919920210001'|  6|2021/08/31 07:52:50|M_EXPENSIVE_STATEMENTS     |
|'400', '490613919820210001'|  6|2021/08/31 07:51:56|M_EXPENSIVE_STATEMENTS     |
|'400', '490613919720210001'|  6|2021/08/31 07:51:50|M_EXPENSIVE_STATEMENTS     |
|'400', '500107270520210001'|  6|2021/08/31 07:51:25|M_EXPENSIVE_STATEMENTS     |
|'400', '500107275520210001'|  6|2021/08/31 07:51:12|M_EXPENSIVE_STATEMENTS     |
|'400', '500107273220210001'|  6|2021/08/31 07:51:11|M_EXPENSIVE_STATEMENTS     |
|'400', '500107270420210001'|  6|2021/08/31 07:51:07|M_EXPENSIVE_STATEMENTS     |
|'400', '500107275420210001'|  6|2021/08/31 07:50:50|M_EXPENSIVE_STATEMENTS     |
|'400', '500107275320210001'|  6|2021/08/31 07:50:35|M_EXPENSIVE_STATEMENTS     |
|'400', '500107275220210001'|  6|2021/08/31 07:50:21|M_EXPENSIVE_STATEMENTS     |
|'400', '500107269920210001'|  6|2021/08/31 07:49:55|M_EXPENSIVE_STATEMENTS     |
|'400', '500107275120210001'|  6|2021/08/31 07:49:41|M_EXPENSIVE_STATEMENTS     |
|'400', '500107276020210001'|  6|2021/08/31 07:49:34|M_EXPENSIVE_STATEMENTS     |
|'400', '500107275020210001'|  6|2021/08/31 07:49:27|M_EXPENSIVE_STATEMENTS     |
|'400', '500107253920210001'|  6|2021/08/31 07:49:01|M_EXPENSIVE_STATEMENTS     |
|'400', '490613917320210001'|  6|2021/08/31 07:47:30|M_EXPENSIVE_STATEMENTS     |
|'400', '500107269820210001'|  6|2021/08/31 07:46:58|M_EXPENSIVE_STATEMENTS     |
|'400', '500107266920210001'|  6|2021/08/31 07:46:14|M_EXPENSIVE_STATEMENTS     |
|'400', '500107260520210001'|  6|2021/08/31 07:17:26|M_EXPENSIVE_STATEMENTS     |
|'400', '500107249820210001'|  6|2021/08/31 07:15:24|M_EXPENSIVE_STATEMENTS     |
|'400', '500107260420210001'|  6|2021/08/31 07:15:02|M_EXPENSIVE_STATEMENTS     |
|'400', '500107264620210001'|  6|2021/08/31 07:14:34|M_EXPENSIVE_STATEMENTS     |
|'400', '500107249720210001'|  6|2021/08/31 07:14:18|M_EXPENSIVE_STATEMENTS     |
|'400', '500107260320210001'|  6|2021/08/31 07:14:08|M_EXPENSIVE_STATEMENTS     |
|'400', '500107261420210001'|  6|2021/08/31 07:13:59|M_EXPENSIVE_STATEMENTS     |
|'400', '500107261320210001'|  6|2021/08/31 07:13:44|M_EXPENSIVE_STATEMENTS     |
|'400', '500107264520210001'|  6|2021/08/31 07:13:26|M_EXPENSIVE_STATEMENTS     |
|'400', '490613887120210001'|  6|2021/08/31 07:12:29|M_EXPENSIVE_STATEMENTS     |
|'400', '500107262620210001'|  6|2021/08/31 07:11:20|M_EXPENSIVE_STATEMENTS     |
|'400', '500107265620210001'|  6|2021/08/31 07:10:00|M_EXPENSIVE_STATEMENTS     |
|'400', '490613880720210001'|  6|2021/08/31 07:09:58|M_EXPENSIVE_STATEMENTS     |
|'400', '490613885220210001'|  6|2021/08/31 07:08:12|M_EXPENSIVE_STATEMENTS     |
|'400', '490613885120210001'|  6|2021/08/31 07:07:50|M_EXPENSIVE_STATEMENTS     |
|'400', '500107265520210001'|  6|2021/08/31 07:07:38|M_EXPENSIVE_STATEMENTS     |
|'400', '500107264220210001'|  6|2021/08/31 07:07:24|M_EXPENSIVE_STATEMENTS     |
|'400', '490613883420210001'|  6|2021/08/31 07:07:21|M_EXPENSIVE_STATEMENTS     |
|'400', '500107265420210001'|  6|2021/08/31 07:07:12|M_EXPENSIVE_STATEMENTS     |
|'400', '500107265320210001'|  6|2021/08/31 07:06:59|M_EXPENSIVE_STATEMENTS     |
|'400', '500107265220210001'|  6|2021/08/31 07:05:43|M_EXPENSIVE_STATEMENTS     |
|'400', '500107265120210001'|  6|2021/08/31 07:05:30|M_EXPENSIVE_STATEMENTS     |
|'400', '500107264120210001'|  6|2021/08/31 07:04:00|M_EXPENSIVE_STATEMENTS     |
|'400', '500107268220210001'|  6|2021/08/31 07:29:39|M_EXPENSIVE_STATEMENTS     |
|'400', '500107268120210001'|  6|2021/08/31 07:29:23|M_EXPENSIVE_STATEMENTS     |
|'400', '500107261920210001'|  6|2021/08/31 07:29:06|M_EXPENSIVE_STATEMENTS     |
|'400', '500107266420210001'|  6|2021/08/31 07:26:59|M_EXPENSIVE_STATEMENTS     |
|'400', '500107266320210001'|  6|2021/08/31 07:26:20|M_EXPENSIVE_STATEMENTS     |
|'400', '500107267220210001'|  6|2021/08/31 07:26:12|M_EXPENSIVE_STATEMENTS     |
|'400', '490613901120210001'|  6|2021/08/31 07:26:04|M_EXPENSIVE_STATEMENTS     |
|'400', '500107260620210001'|  6|2021/08/31 07:24:30|M_EXPENSIVE_STATEMENTS     |
|'400', '500107266220210001'|  6|2021/08/31 07:24:03|M_EXPENSIVE_STATEMENTS     |
|'400', '500107266120210001'|  6|2021/08/31 07:23:44|M_EXPENSIVE_STATEMENTS     |
|'400', '500107266020210001'|  6|2021/08/31 07:23:29|M_EXPENSIVE_STATEMENTS     |
|'400', '500107249920210001'|  6|2021/08/31 07:22:50|M_EXPENSIVE_STATEMENTS     |
|'400', '490613898320210001'|  6|2021/08/31 07:22:35|M_EXPENSIVE_STATEMENTS     |
|'400', '500107265820210001'|  6|2021/08/31 07:21:47|M_EXPENSIVE_STATEMENTS     |
|'400', '490613893820210001'|  6|2021/08/31 07:21:29|M_EXPENSIVE_STATEMENTS     |
|'400', '490613893720210001'|  6|2021/08/31 07:21:22|M_EXPENSIVE_STATEMENTS     |
|'400', '490613897720210001'|  6|2021/08/31 07:20:32|M_EXPENSIVE_STATEMENTS     |
|'400', '500107262720210001'|  6|2021/08/31 07:19:59|M_EXPENSIVE_STATEMENTS     |
|'400', '490613897520210001'|  6|2021/08/31 07:19:54|M_EXPENSIVE_STATEMENTS     |
|'400', '490613897220210001'|  6|2021/08/31 07:19:13|M_EXPENSIVE_STATEMENTS     |
|'400', '500107264720210001'|  6|2021/08/31 07:17:46|M_EXPENSIVE_STATEMENTS     |
|'400', '490613893420210001'|  6|2021/08/31 07:17:43|M_EXPENSIVE_STATEMENTS     |
|'400', '490613893320210001'|  6|2021/08/31 07:17:38|M_EXPENSIVE_STATEMENTS     |
|'400', '490613777220210001'|  6|2021/08/31 04:19:03|M_EXPENSIVE_STATEMENTS     |
|'400', '500107236020210001'|  6|2021/08/31 04:18:22|M_EXPENSIVE_STATEMENTS     |
|'400', '490613777120210001'|  6|2021/08/31 04:18:00|M_EXPENSIVE_STATEMENTS     |
|'400', '500107232920210001'|  6|2021/08/31 04:17:14|M_EXPENSIVE_STATEMENTS     |
|'400', '500107218820210001'|  6|2021/08/31 04:13:14|M_EXPENSIVE_STATEMENTS     |
|'400', '500107232820210001'|  6|2021/08/31 04:07:47|M_EXPENSIVE_STATEMENTS     |
|'400', '500107226620210001'|  6|2021/08/31 04:03:32|M_EXPENSIVE_STATEMENTS     |
