STATEMENT_HASH;SAMPLE_CNT;SAMPLE_CNT_PCT;SAMPLE_CNT_RANK;EXE_CNT;EXEC_PCT;EXEC_RANK;ROW;ROW_PCT;ROW_RANK;ELA_S;ELA_PCT;ELA_RANK;PRE_S;PRE_PCT;PRE_RANK;LOCK_S;LOCK_PCT;LOCK_RANK;THR_CNT;THR_PCT;THR_RANK;EXEC_MEM_MB;EXEC_MEM_PCT;EXEC_MEM_RANK;MAX_MEM_MB;MAX_MEM_PCT;MAX_MEM_RANK;SUM_TOTAL_ELAPSED_TIME;SUM_TOTAL_PREPARATION_TIME;SUM_TOTAL_LOCK_WAIT_DURATION;SUM_TOTAL_RESULT_RECORD_COUNT;SUM_EXECUTION_COUNT;SUM_TOTAL_CALLED_THREAD_COUNT;SUM_TOTAL_EXECUTION_MEMORY_SIZ;MAX_MAX_EXECUTION_MEMORY_SIZE
7e7a8751eb44e4b10d1380c2d2b22216;       14620;  15.75;           1;       20840;      0;         447;       20840;      0;         980;       50116;   7.26;           3;           0;      0;        1517;           0;      0;         865;    11237071;    4.3;           7;    39687413;   4.17;          11;        3834;   3.37;         372;         690.105,71942;             2.651,089286;               4.356,004755;                9.402.974.480;       261.053.501;                 261.317.236;949.624.592,9474582672119140625;          113.591,11181640625
