SNAPSHOT_TIME;SAMPLES;PCT;HOST;PORT;NM;STATEMENT_HASH;THREAD_TYPE;THREAD_STATE;LOCK_NAME;THREAD_METHOD;THREAD_DETAIL;DB_USER;APP_NAME;APP_USER;APP_SOURCE;LOCKS_OWNED;CLIENT_IP;ROOT_STATEMENT_HASH
2021/08/31 07:50:00;      1;  1.44;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;SqlExecutor;Job Exec Waiting;CSPlanExecutorWaitForResult;ExecutePrepared;any;SAPS4D;ABAP:S4P;1300-WRAP2W;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.62;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:50:00;      1;  1.44;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;RWARRILLOW;CL_APOC_OUTPUT_TYPE_CONFIG====CP:314;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:50:00;      1;  1.44;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;SqlExecutor;Job Exec Waiting;CSPlanExecutorWaitForResult;ExecutePrepared;any;SAPS4D;ABAP:S4P;RWARRILLOW;CL_APOC_OUTPUT_TYPE_CONFIG====CP:314;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:50:00;      1;  1.44;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;JobBarrier Wait for Jobs;PlanExecutor calc;any;SAPS4D;ABAP:S4P;1300-WRAP2W;CL_FDT_PERSISTENCE============CP:6040;;10.240.129.146;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:50:00;      1;  1.44;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;1300-WRAP2W;CL_FDT_PERSISTENCE============CP:6040;;10.240.129.146;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:50:00;      1;  1.44;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;WorkerJob;any;SAPS4D;ABAP:S4P;1300-WRAP2W;CL_FDT_PERSISTENCE============CP:6040;;10.240.129.146;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      9; 16.98;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;WorkerJob;any;SAPS4D;ABAP:S4P;TROBERT;CL_SUID_ORGANIZATION==========CP:986;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      8; 15.09;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;WorkerJob;any;SAPS4D;ABAP:S4P;TBYNUM;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.130;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      8; 15.09;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;PredicateEvaluatorJob;any;SAPS4D;ABAP:S4P;TBYNUM;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.130;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      7; 13.20;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;PredicateEvaluatorJob;any;SAPS4D;ABAP:S4P;TROBERT;CL_SUID_ORGANIZATION==========CP:986;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      4;  7.54;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;BwGetValueIdsJob;any;SAPS4D;ABAP:S4P;1100-WRAP1;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.146;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      2;  3.77;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;1100-WRAP1;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.146;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      2;  3.77;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;TROBERT;CL_SUID_ORGANIZATION==========CP:986;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      2;  3.77;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;JobBarrier Wait for Jobs;PlanExecutor calc;any;SAPS4D;ABAP:S4P;TROBERT;CL_SUID_ORGANIZATION==========CP:986;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      2;  3.77;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;TBYNUM;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.130;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      2;  3.77;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;JobBarrier Wait for Jobs;PlanExecutor calc;any;SAPS4D;ABAP:S4P;TBYNUM;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.130;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      1;  1.88;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;SqlExecutor;Job Exec Waiting;CSPlanExecutorWaitForResult;ExecutePrepared;any;SAPS4D;ABAP:S4P;TROBERT;CL_SUID_ORGANIZATION==========CP:986;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      1;  1.88;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;SqlExecutor;Job Exec Waiting;CSPlanExecutorWaitForResult;ExecutePrepared;any;SAPS4D;ABAP:S4P;TBYNUM;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.130;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      1;  1.88;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;PlanExecutor calc;any;SAPS4D;ABAP:S4P;TBYNUM;CL_APOC_OUTPUT_TYPE_CONFIG====CP:314;;10.240.129.50;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      1;  1.88;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;SqlExecutor;Job Exec Waiting;CSPlanExecutorWaitForResult;ExecutePrepared;any;SAPS4D;ABAP:S4P;TBYNUM;CL_APOC_OUTPUT_TYPE_CONFIG====CP:314;;10.240.129.50;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      1;  1.88;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;JobBarrier Wait for Jobs;PlanExecutor calc;any;SAPS4D;ABAP:S4P;1100-WRAP1;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.146;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      1;  1.88;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;PlanExecutor calc;any;SAPS4D;ABAP:S4P;1100-WRAP1;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.146;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:40:00;      1;  1.88;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;SqlExecutor;Job Exec Waiting;CSPlanExecutorWaitForResult;ExecutePrepared;any;SAPS4D;ABAP:S4P;1100-WRAP1;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.146;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;     16;  7.88;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;PredicateEvaluatorJob;any;SAPS4D;ABAP:S4P;TJONES;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.146;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;     16;  7.88;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;WorkerJob;any;SAPS4D;ABAP:S4P;1400-AUTOLBL;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.85;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;     16;  7.88;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;ReadPartsJob;any;SAPS4D;ABAP:S4P;ASANGHERA;CL_APOC_OUTPUT_TYPE_CONFIG====CP:314;;10.240.129.62;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;     16;  7.88;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;PredicateEvaluatorJob;any;SAPS4D;ABAP:S4P;JMETZ;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;     16;  7.88;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;WorkerJob;any;SAPS4D;ABAP:S4P;ASANGHERA;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;     16;  7.88;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;PredicateEvaluatorJob;any;SAPS4D;ABAP:S4P;1100-WRAP1;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;     16;  7.88;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;PredicateEvaluatorJob;any;SAPS4D;ABAP:S4P;ROBROWNING;CL_APOC_OUTPUT_TYPE_CONFIG====CP:314;;10.240.129.62;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;     15;  7.38;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;PredicateEvaluatorJob;any;SAPS4D;ABAP:S4P;ROBROWNING;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.62;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      9;  4.43;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;PredicateEvaluatorJob;any;SAPS4D;ABAP:S4P;DHOMER;CL_MM_IM_OUTPUT_CALLBACK======CP:655;;10.240.129.50;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      9;  4.43;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;WorkerJob;any;SAPS4D;ABAP:S4P;SPETROVIC;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.85;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      7;  3.44;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;PredicateEvaluatorJob;any;SAPS4D;ABAP:S4P;SPETROVIC;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.85;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      7;  3.44;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;WorkerJob;any;SAPS4D;ABAP:S4P;DHOMER;CL_MM_IM_OUTPUT_CALLBACK======CP:655;;10.240.129.50;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      2;  0.98;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;1400-AUTOLBL;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.85;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      2;  0.98;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;ASANGHERA;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      2;  0.98;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;JobBarrier Wait for Jobs;PlanExecutor calc;any;SAPS4D;ABAP:S4P;SPETROVIC;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.85;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      2;  0.98;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;JMETZ;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      2;  0.98;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;JobBarrier Wait for Jobs;PlanExecutor calc;any;SAPS4D;ABAP:S4P;ROBROWNING;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.62;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      2;  0.98;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;ROBROWNING;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.62;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      2;  0.98;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;JobBarrier Wait for Jobs;PlanExecutor calc;any;SAPS4D;ABAP:S4P;DHOMER;CL_MM_IM_OUTPUT_CALLBACK======CP:655;;10.240.129.50;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      2;  0.98;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;SPETROVIC;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.85;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      2;  0.98;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;DHOMER;CL_MM_IM_OUTPUT_CALLBACK======CP:655;;10.240.129.50;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      2;  0.98;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;JobBarrier Wait for Jobs;PlanExecutor calc;any;SAPS4D;ABAP:S4P;ROBROWNING;CL_APOC_OUTPUT_TYPE_CONFIG====CP:314;;10.240.129.62;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      2;  0.98;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;1100-WRAP1;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      2;  0.98;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;ROBROWNING;CL_APOC_OUTPUT_TYPE_CONFIG====CP:314;;10.240.129.62;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      2;  0.98;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;TJONES;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.146;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;JobBarrier Wait for Jobs;PlanExecutor calc;any;SAPS4D;ABAP:S4P;1100-WRAP1;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;SqlExecutor;Job Exec Waiting;CSPlanExecutorWaitForResult;ExecutePrepared;any;SAPS4D;ABAP:S4P;ASANGHERA;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;SqlExecutor;Job Exec Waiting;CSPlanExecutorWaitForResult;ExecutePrepared;any;SAPS4D;ABAP:S4P;JMETZ;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;JobBarrier Wait for Jobs;PlanExecutor calc;any;SAPS4D;ABAP:S4P;JMETZ;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;JobBarrier Wait for Jobs;PlanExecutor calc;any;SAPS4D;ABAP:S4P;ASANGHERA;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.61;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;SqlExecutor;Job Exec Waiting;CSPlanExecutorWaitForResult;ExecutePrepared;any;SAPS4D;ABAP:S4P;DHOMER;CL_MM_IM_OUTPUT_CALLBACK======CP:655;;10.240.129.50;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;SqlExecutor;Job Exec Waiting;CSPlanExecutorWaitForResult;ExecutePrepared;any;SAPS4D;ABAP:S4P;1400-AUTOLBL;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.85;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;JobBarrier Wait for Jobs;PlanExecutor calc;any;SAPS4D;ABAP:S4P;1400-AUTOLBL;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.85;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;SqlExecutor;Job Exec Waiting;CSPlanExecutorWaitForResult;ExecutePrepared;any;SAPS4D;ABAP:S4P;ROBROWNING;CL_APOC_OUTPUT_TYPE_CONFIG====CP:314;;10.240.129.62;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;SqlExecutor;Job Exec Waiting;CSPlanExecutorWaitForResult;ExecutePrepared;any;SAPS4D;ABAP:S4P;SPETROVIC;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.85;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;SqlExecutor;Job Exec Waiting;CSPlanExecutorWaitForResult;ExecutePrepared;any;SAPS4D;ABAP:S4P;ROBROWNING;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.62;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Running;?;WorkerJob;any;SAPS4D;ABAP:S4P;ROBROWNING;CL_FDT_PERSISTENCE============CP:7161;;10.240.129.62;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;CSPlanExecutorWaitForResult;PlanExecutor calc;any;SAPS4D;ABAP:S4P;ASANGHERA;CL_APOC_OUTPUT_TYPE_CONFIG====CP:314;;10.240.129.62;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;SqlExecutor;Job Exec Waiting;CSPlanExecutorWaitForResult;ExecutePrepared;any;SAPS4D;ABAP:S4P;ASANGHERA;CL_APOC_OUTPUT_TYPE_CONFIG====CP:314;;10.240.129.62;7e7a8751eb44e4b10d1380c2d2b22216
2021/08/31 07:30:00;      1;  0.49;s4hd1prd;30103;an;7e7a8751eb44e4b10d1380c2d2b22216;JobWorker;Job Exec Waiting;JobBarrier Wait for Jobs;PlanExecutor calc;any;SAPS4D;ABAP:S4P;ASANGHERA;CL_APOC_OUTPUT_TYPE_CONFIG====CP:314;;10.240.129.62;7e7a8751eb44e4b10d1380c2d2b22216
