TOPN;STATEMENT_HASH;BUSY_AVG_SESS;BUSY_AVG_TH;BUSY_AVG_TH_PER_SESS;BUSY_MAX_SESS;BUSY_MAX_TH;BUSY_MAX_TH_PER_SESS;BUSY_TOTAL_TH;WAIT_AVG_SESS;WAIT_AVG_TH;WAIT_AVG_TH_PER_SESS;WAIT_MAX_SESS;WAIT_MAX_TH;WAIT_MAX_TH_PER_SESS;WAIT_TOTAL_TH;TOTAL_TH;MAX_ROW
1;00d8cfc8d7abfeba45a94d2ea5eb1145;1.0;11.0;11.0;1;24;24.0;77;1.0;7.0;7.0;1;21;21.0;49;126;50
