N;PCT;HOST;STATEMENT_HASH;SCHEMA_NAME;TABLE_NUM;TABLE_NAMES;SQL_TYPE;EXE_CNT;ROW_CNT;ELA_S;AVG_ELA_MS;AVG_ELA_PER_ROW_MS;AVG_ROW_CNT;AVG_LOCK_MS;AVG_PR_MS;AVG_CUR_MS;AVG_NET_MS;AVG_MEM_MB;SQL_TEXT;LAST_EXE;LAST_PREP;USER_NAME;EXP_HASH;EXP_EXE_CNT;EXP_ELA_S;EXP_AVG_ELA_MS;EXP_AVG_CPU_MS;EXP_AVG_LOCK_MS;EXP_AVG_ROW_CNT;EXP_AVG_MEM_MB
;100.00;s4hd1prd;7e7a8751eb44e4b10d1380c2d2b22216;SAPS4D;   5;EKKO, MATDOC, MARA, MARC, T156;SELECT;       20899;       20899;     50536;     2418.13;   2418.13;      1.00;      0.00;      0.01;   2418.78;      0.00;     1909.79;"SELECT ""SAPCLIENT"" , ""MATDOCKEY"" , ""MATERIALDOCUMENT"" , ""MATERIALDOCUMENTYEAR"" , ""MATERIALDOCUMENTITEM"" , ""PURCHASINGDOCUMENT"" , ""INVENTORYTRANSACTIONTYPE"" , ""VERSIONFORPRINTINGSLIP"" , ""CREATIONUSERNA";2021/08/31 07:16:56;2021/08/30 23:20:56;SAPS4D;7e7a8751eb44e4b10d1380c2d2b22216;        7341;       13369;        1821;       20006;           0;        1.00;        1931
