SNAPSHOT_TIME;NUM;HOST;PORT;SCHEMA_NAME;LOCATION;TABLES;STATEMENT_HASH;PLAN_ID;STORE;ENGINES;DB_USER;DIST;P;I;PST;TP;RC;INV_REASON;EXECUTIONS;RECORDS;REC_PER_EXEC;ELAPSED_MS;ELA_PER_EXEC_MS;ELA_PER_REC_MS;EXEC_PER_EXEC_MS;PREPS;PREP_MS;LOCK_WAIT_MS;LOCK_PER_EXEC_MS;CURSOR_MS;CUR_PER_EXEC_MS;OPEN_MS;OPEN_PER_EXEC_MS;FETCH_MS;FETCH_PER_EXEC_MS;NETWORK_REQ;NW_REQ_PER_EXEC;NW_SIZE_GB;NW_PER_EXEC_MB;NETWORK_MS;NW_PER_EXEC_MS;MEMORY_GB;MEM_PER_EXEC_MB;THREADS;THR_PER_EXEC;APP_NAME;APP_SOURCE;STATEMENT_STRING
2021/07/11 16:00:00;      1;any;30043;SAPABAP1;(sg11scbh1rrd0.hec.standardchartered.com:30043, 0, 2);SAPABAP1.ACDOCA(44), SAPABAP1.ACDOCC(12), SAPABAP1;00d8cfc8d7abfeba45a94d2ea5eb1145;567770002;ROW, COLUMN;any;any;TRUE;any; ;G;SE;  0;;           1;       114567;   114567.00;      313957;      313956.52;          2.74;       310867.73;       1;      3089;           0;            0.00;    311138;      311137.74;    309814;       309813.77;       824;           824.48;          0;           0.00;      0.00;          0.00;         0;          0.00;    222.36;      227698.35;     36670;    36670.00;ABAP:S4R;CL_SQL_STATEMENT==============CP:500;"SELECT   ""AUDIT_TRA"" AS ""K____376"",   ""BPC_CATG"" A"
