SNAPSHOT_TIME;HOST;TABLE_NAME;PART_CNT;ROW_NUM;ROW_PCT;TOTAL_GB;MEM_PCT;MAIN_GB;DELTA_GB;DRAM_GB;PMEM_GB;MERGES;LOADED;DISK_GB;PAGE_COUNT
2021/07/13 06:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCC;  1;   444466661;  4.15;      3.82;  2.81;      3.63;      0.18;      3.82;      0.00;  0;PARTIALLY;;
2021/07/13 07:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCA; 36; 10243121826; 95.84;    132.03; 97.18;    131.98;      0.03;    132.03;      0.00;  0;PARTIALLY;;
2021/07/13 07:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCC;  1;   444466661;  4.15;      3.82;  2.81;      3.63;      0.18;      3.82;      0.00;  0;PARTIALLY;;
2021/07/13 08:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCA; 36; 10243121826; 95.84;    132.03; 97.18;    131.98;      0.03;    132.03;      0.00;  0;PARTIALLY;;
2021/07/13 08:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCC;  1;   444466661;  4.15;      3.82;  2.81;      3.63;      0.18;      3.82;      0.00;  0;PARTIALLY;;
2021/07/13 09:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCA; 36; 10243121826; 95.84;    132.03; 97.18;    131.98;      0.03;    132.03;      0.00;  0;PARTIALLY;     51.90;      6895
2021/07/13 09:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCC;  1;   444466661;  4.15;      3.82;  2.81;      3.63;      0.18;      3.82;      0.00;  0;PARTIALLY;      7.35;      3077
2021/07/13 10:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCA; 36; 10243121826; 95.84;    132.03; 97.18;    131.98;      0.03;    132.03;      0.00;  0;PARTIALLY;;
2021/07/13 10:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCC;  1;   444466661;  4.15;      3.82;  2.81;      3.63;      0.18;      3.82;      0.00;  0;PARTIALLY;;
2021/07/13 11:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCA; 36; 10243121826; 95.84;    132.03; 97.18;    131.98;      0.03;    132.03;      0.00;  0;PARTIALLY;;
2021/07/13 11:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCC;  1;   444466661;  4.15;      3.82;  2.81;      3.63;      0.18;      3.82;      0.00;  0;PARTIALLY;;
2021/07/13 12:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCA; 36; 10243121826; 95.84;    132.03; 97.18;    131.98;      0.03;    132.03;      0.00;  0;PARTIALLY;;
2021/07/13 12:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCC;  1;   444466661;  4.15;      3.82;  2.81;      3.63;      0.18;      3.82;      0.00;  0;PARTIALLY;;
2021/07/13 13:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCA; 36; 10243121826; 95.84;    132.03; 97.18;    131.98;      0.03;    132.03;      0.00;  0;PARTIALLY;;
2021/07/13 13:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCC;  1;   444489165;  4.15;      3.82;  2.81;      3.63;      0.18;      3.82;      0.00;  0;PARTIALLY;;
2021/07/13 14:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCA; 36; 10243121826; 95.84;    132.03; 97.14;    131.98;      0.03;    132.03;      0.00;  0;PARTIALLY;;
2021/07/13 14:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCC;  1;   444533508;  4.15;      3.88;  2.85;      3.63;      0.24;      3.88;      0.00;  0;PARTIALLY;;
2021/07/13 15:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCA; 36; 10243121826; 95.84;    140.58; 97.30;    140.54;      0.03;    140.58;      0.00;  0;PARTIALLY;     51.90;      6895
2021/07/13 15:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCC;  1;   444604131;  4.15;      3.89;  2.69;      3.63;      0.25;      3.89;      0.00;  0;PARTIALLY;      7.36;      3103
2021/07/13 16:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCA; 36; 10244752290; 95.84;    140.87; 97.30;    140.54;      0.31;    140.87;      0.00; 12;PARTIALLY;;
2021/07/13 16:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCC;  1;   444670408;  4.15;      3.89;  2.69;      3.63;      0.25;      3.89;      0.00;  0;PARTIALLY;;
2021/07/13 17:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCA; 36; 10248701891; 95.84;    210.99; 98.18;    210.47;      0.49;    210.99;      0.00;  3;PARTIALLY;;
2021/07/13 17:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCC;  1;   444670408;  4.15;      3.89;  1.81;      3.63;      0.25;      3.89;      0.00;  0;PARTIALLY;;
2021/07/13 18:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCA; 36; 10248701891; 95.84;    210.99; 98.18;    210.48;      0.49;    210.99;      0.00;  0;PARTIALLY;;
2021/07/13 18:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCC;  1;   444670408;  4.15;      3.89;  1.81;      3.63;      0.25;      3.89;      0.00;  0;PARTIALLY;;
2021/07/13 19:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCA; 36; 10248715977; 95.84;    211.49; 98.18;    210.97;      0.50;    211.49;      0.00;  6;PARTIALLY;;
2021/07/13 19:00:00;sg11scbh1rrd0.hec.standardchartered.com;SAPABAP1.ACDOCC;  1;   444766949;  4.15;      3.90;  1.81;      3.63;      0.26;      3.90;      0.00;  0;PARTIALLY;;
